reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	instrument_model	library_selection
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b42a58-37b7-11ee-ae8e-f308a260706d	dg.4DFC/94b42a58-37b7-11ee-ae8e-f308a260706d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b45226-37b7-11ee-a4dc-9b0e58f5152a	dg.4DFC/94b45226-37b7-11ee-a4dc-9b0e58f5152a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b47418-37b7-11ee-8316-4f0db2043aec	dg.4DFC/94b47418-37b7-11ee-8316-4f0db2043aec	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b495ec-37b7-11ee-8826-8b61cce2c7ee	dg.4DFC/94b495ec-37b7-11ee-8826-8b61cce2c7ee	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b4b93c-37b7-11ee-a46a-37e02846857f	dg.4DFC/94b4b93c-37b7-11ee-a46a-37e02846857f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b4dc1e-37b7-11ee-a715-f7f1fe568ed1	dg.4DFC/94b4dc1e-37b7-11ee-a715-f7f1fe568ed1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b50248-37b7-11ee-968d-8b7d7c64c5f9	dg.4DFC/94b50248-37b7-11ee-968d-8b7d7c64c5f9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b5248a-37b7-11ee-a720-6302cf648748	dg.4DFC/94b5248a-37b7-11ee-a720-6302cf648748	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b546ea-37b7-11ee-a3b3-73b6d7bb6456	dg.4DFC/94b546ea-37b7-11ee-a3b3-73b6d7bb6456	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b568f0-37b7-11ee-9752-7360bfca3186	dg.4DFC/94b568f0-37b7-11ee-9752-7360bfca3186	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b59230-37b7-11ee-9dd3-0754ac1a18d4	dg.4DFC/94b59230-37b7-11ee-9dd3-0754ac1a18d4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b5b59e-37b7-11ee-bba7-f36bcad50637	dg.4DFC/94b5b59e-37b7-11ee-bba7-f36bcad50637	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b5d876-37b7-11ee-91eb-ef86c8de3ed1	dg.4DFC/94b5d876-37b7-11ee-91eb-ef86c8de3ed1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b5ff90-37b7-11ee-a23b-db24fc4bdc14	dg.4DFC/94b5ff90-37b7-11ee-a23b-db24fc4bdc14	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b622ae-37b7-11ee-8876-0787e6c01e2a	dg.4DFC/94b622ae-37b7-11ee-8876-0787e6c01e2a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b64478-37b7-11ee-be61-9b59f520fa3d	dg.4DFC/94b64478-37b7-11ee-be61-9b59f520fa3d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b66606-37b7-11ee-8b50-fb9d0e7c9394	dg.4DFC/94b66606-37b7-11ee-8b50-fb9d0e7c9394	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b68b68-37b7-11ee-aac9-cba7bd871bdc	dg.4DFC/94b68b68-37b7-11ee-aac9-cba7bd871bdc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b6ae0e-37b7-11ee-96a1-030ad142a632	dg.4DFC/94b6ae0e-37b7-11ee-96a1-030ad142a632	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b6d014-37b7-11ee-97a7-ef3e65b0d9d7	dg.4DFC/94b6d014-37b7-11ee-97a7-ef3e65b0d9d7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b6f1ac-37b7-11ee-93b5-8b4516fca33b	dg.4DFC/94b6f1ac-37b7-11ee-93b5-8b4516fca33b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b71394-37b7-11ee-bd68-6fbf3508a497	dg.4DFC/94b71394-37b7-11ee-bd68-6fbf3508a497	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b73662-37b7-11ee-8517-6bfe10421c03	dg.4DFC/94b73662-37b7-11ee-8517-6bfe10421c03	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b75ae8-37b7-11ee-b4c9-c3c2d3e5e055	dg.4DFC/94b75ae8-37b7-11ee-b4c9-c3c2d3e5e055	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b77d02-37b7-11ee-bcd6-bf2975cf4b89	dg.4DFC/94b77d02-37b7-11ee-bcd6-bf2975cf4b89	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b79f08-37b7-11ee-93ea-f31c536730f7	dg.4DFC/94b79f08-37b7-11ee-93ea-f31c536730f7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b7c186-37b7-11ee-988a-37cfa9cb7f92	dg.4DFC/94b7c186-37b7-11ee-988a-37cfa9cb7f92	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b7e580-37b7-11ee-a0e4-af558a92cbf5	dg.4DFC/94b7e580-37b7-11ee-a0e4-af558a92cbf5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b80a06-37b7-11ee-8989-abbea5508647	dg.4DFC/94b80a06-37b7-11ee-8989-abbea5508647	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b82efa-37b7-11ee-904f-0fba0e0c71bc	dg.4DFC/94b82efa-37b7-11ee-904f-0fba0e0c71bc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b85100-37b7-11ee-8ade-4b1cebbb58f3	dg.4DFC/94b85100-37b7-11ee-8ade-4b1cebbb58f3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b87450-37b7-11ee-ab6f-8b3d6098213e	dg.4DFC/94b87450-37b7-11ee-ab6f-8b3d6098213e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b8996c-37b7-11ee-af7b-e34313240ef6	dg.4DFC/94b8996c-37b7-11ee-af7b-e34313240ef6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b8bb40-37b7-11ee-9540-fbf4f193ca57	dg.4DFC/94b8bb40-37b7-11ee-9540-fbf4f193ca57	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b8de04-37b7-11ee-a240-af934abb7e1f	dg.4DFC/94b8de04-37b7-11ee-a240-af934abb7e1f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b9015e-37b7-11ee-834a-f7e7cf978e37	dg.4DFC/94b9015e-37b7-11ee-834a-f7e7cf978e37	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b92b0c-37b7-11ee-b412-8b191ac6cd93	dg.4DFC/94b92b0c-37b7-11ee-b412-8b191ac6cd93	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b94e20-37b7-11ee-aff9-6b177d0d90f2	dg.4DFC/94b94e20-37b7-11ee-aff9-6b177d0d90f2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b97030-37b7-11ee-9369-2f04fa9d7c1f	dg.4DFC/94b97030-37b7-11ee-9369-2f04fa9d7c1f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b99628-37b7-11ee-99be-2b2d6a55295a	dg.4DFC/94b99628-37b7-11ee-99be-2b2d6a55295a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b9bb62-37b7-11ee-8f94-739fbec407a8	dg.4DFC/94b9bb62-37b7-11ee-8f94-739fbec407a8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b9dd68-37b7-11ee-a55f-ff78d10c23b3	dg.4DFC/94b9dd68-37b7-11ee-a55f-ff78d10c23b3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94b9ff0a-37b7-11ee-b71f-df9538598585	dg.4DFC/94b9ff0a-37b7-11ee-b71f-df9538598585	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ba20ca-37b7-11ee-b30a-ef20debed674	dg.4DFC/94ba20ca-37b7-11ee-b30a-ef20debed674	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ba4604-37b7-11ee-a9e9-0321b2a7f796	dg.4DFC/94ba4604-37b7-11ee-a9e9-0321b2a7f796	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ba6a6c-37b7-11ee-840c-0bbba45d292b	dg.4DFC/94ba6a6c-37b7-11ee-840c-0bbba45d292b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ba8cfe-37b7-11ee-9c02-375f60e8b5c1	dg.4DFC/94ba8cfe-37b7-11ee-9c02-375f60e8b5c1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94baaefa-37b7-11ee-b684-af07c44faf93	dg.4DFC/94baaefa-37b7-11ee-b684-af07c44faf93	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bad150-37b7-11ee-b89b-3b8cd8d78986	dg.4DFC/94bad150-37b7-11ee-b89b-3b8cd8d78986	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94baf928-37b7-11ee-b6d2-b39f5d28a944	dg.4DFC/94baf928-37b7-11ee-b6d2-b39f5d28a944	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bb1b56-37b7-11ee-9747-abf2760d017a	dg.4DFC/94bb1b56-37b7-11ee-9747-abf2760d017a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bb3d7a-37b7-11ee-b68c-c30f4a1daa11	dg.4DFC/94bb3d7a-37b7-11ee-b68c-c30f4a1daa11	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bb5f9e-37b7-11ee-9619-57dfc7f7a2e8	dg.4DFC/94bb5f9e-37b7-11ee-9619-57dfc7f7a2e8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bb821c-37b7-11ee-bb84-3f7980bc9761	dg.4DFC/94bb821c-37b7-11ee-bb84-3f7980bc9761	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bba468-37b7-11ee-bf4e-bbdaf9a3c99c	dg.4DFC/94bba468-37b7-11ee-bf4e-bbdaf9a3c99c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bbc65a-37b7-11ee-b6c3-530d037cddae	dg.4DFC/94bbc65a-37b7-11ee-b6c3-530d037cddae	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bbe89c-37b7-11ee-91e4-3b1fa955fba8	dg.4DFC/94bbe89c-37b7-11ee-91e4-3b1fa955fba8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bc0b60-37b7-11ee-a2a2-7f5347a109c3	dg.4DFC/94bc0b60-37b7-11ee-a2a2-7f5347a109c3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bc2ee2-37b7-11ee-a75d-e733f216492e	dg.4DFC/94bc2ee2-37b7-11ee-a75d-e733f216492e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bc5444-37b7-11ee-aa9e-13699c1a5f9c	dg.4DFC/94bc5444-37b7-11ee-aa9e-13699c1a5f9c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bc7956-37b7-11ee-aa3f-df8a3e0775df	dg.4DFC/94bc7956-37b7-11ee-aa3f-df8a3e0775df	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bc9be8-37b7-11ee-980f-f7c89b1ede90	dg.4DFC/94bc9be8-37b7-11ee-980f-f7c89b1ede90	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bcbe0c-37b7-11ee-8997-7351013e350e	dg.4DFC/94bcbe0c-37b7-11ee-8997-7351013e350e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bce134-37b7-11ee-ae1d-fbb43991c3b8	dg.4DFC/94bce134-37b7-11ee-ae1d-fbb43991c3b8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bd02fe-37b7-11ee-b820-4775c2432707	dg.4DFC/94bd02fe-37b7-11ee-b820-4775c2432707	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bd24b4-37b7-11ee-8a43-6f5ff93839e7	dg.4DFC/94bd24b4-37b7-11ee-8a43-6f5ff93839e7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bd46f6-37b7-11ee-a3c9-8bfcfdcda14a	dg.4DFC/94bd46f6-37b7-11ee-a3c9-8bfcfdcda14a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bd6b2c-37b7-11ee-8992-836b52f66c67	dg.4DFC/94bd6b2c-37b7-11ee-8992-836b52f66c67	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bd8e22-37b7-11ee-bdf1-a38dc1f6bc4d	dg.4DFC/94bd8e22-37b7-11ee-bdf1-a38dc1f6bc4d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bdb05a-37b7-11ee-9a49-777b3b488395	dg.4DFC/94bdb05a-37b7-11ee-9a49-777b3b488395	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bdd2ba-37b7-11ee-aa72-638427145b01	dg.4DFC/94bdd2ba-37b7-11ee-aa72-638427145b01	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bdf9de-37b7-11ee-af88-9714b07b2aa7	dg.4DFC/94bdf9de-37b7-11ee-af88-9714b07b2aa7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94be1ca2-37b7-11ee-9411-239f0f4b0a0b	dg.4DFC/94be1ca2-37b7-11ee-9411-239f0f4b0a0b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94be3e76-37b7-11ee-8389-afbe7bdc8d2b	dg.4DFC/94be3e76-37b7-11ee-8389-afbe7bdc8d2b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94be641e-37b7-11ee-8688-bffc637e4d03	dg.4DFC/94be641e-37b7-11ee-8688-bffc637e4d03	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94be873c-37b7-11ee-8e79-8f3c296bd795	dg.4DFC/94be873c-37b7-11ee-8e79-8f3c296bd795	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94beae92-37b7-11ee-9d66-bb1ff19d402b	dg.4DFC/94beae92-37b7-11ee-9d66-bb1ff19d402b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bed12e-37b7-11ee-8f78-c7b2c0ddb36e	dg.4DFC/94bed12e-37b7-11ee-8f78-c7b2c0ddb36e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bef316-37b7-11ee-9799-67d9663e9443	dg.4DFC/94bef316-37b7-11ee-9799-67d9663e9443	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bf16de-37b7-11ee-a647-57eb2cbe8839	dg.4DFC/94bf16de-37b7-11ee-a647-57eb2cbe8839	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bf3a60-37b7-11ee-8684-3397e79d8606	dg.4DFC/94bf3a60-37b7-11ee-8684-3397e79d8606	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bf60ee-37b7-11ee-955d-8375d86aea1a	dg.4DFC/94bf60ee-37b7-11ee-955d-8375d86aea1a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bf8498-37b7-11ee-ae5a-cf261ac03336	dg.4DFC/94bf8498-37b7-11ee-ae5a-cf261ac03336	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bfa694-37b7-11ee-852f-1734968f20af	dg.4DFC/94bfa694-37b7-11ee-852f-1734968f20af	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bfc926-37b7-11ee-bc9e-43024f5e4fa6	dg.4DFC/94bfc926-37b7-11ee-bc9e-43024f5e4fa6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94bff2f2-37b7-11ee-9185-d3e6fed82f53	dg.4DFC/94bff2f2-37b7-11ee-9185-d3e6fed82f53	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c014d0-37b7-11ee-abf0-77b3cd4ed220	dg.4DFC/94c014d0-37b7-11ee-abf0-77b3cd4ed220	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c036b8-37b7-11ee-9ef2-9fb05ca50545	dg.4DFC/94c036b8-37b7-11ee-9ef2-9fb05ca50545	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c0590e-37b7-11ee-93b2-c7e43be4c1bf	dg.4DFC/94c0590e-37b7-11ee-93b2-c7e43be4c1bf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c07cf4-37b7-11ee-a412-7387a13554b4	dg.4DFC/94c07cf4-37b7-11ee-a412-7387a13554b4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c0a33c-37b7-11ee-9e5e-af2018da0daf	dg.4DFC/94c0a33c-37b7-11ee-9e5e-af2018da0daf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c0c542-37b7-11ee-937d-53128605f110	dg.4DFC/94c0c542-37b7-11ee-937d-53128605f110	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c0eb4e-37b7-11ee-9625-7babfa34db25	dg.4DFC/94c0eb4e-37b7-11ee-9625-7babfa34db25	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c10f02-37b7-11ee-8344-9fc360a38d07	dg.4DFC/94c10f02-37b7-11ee-8344-9fc360a38d07	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c1314e-37b7-11ee-896d-7f263624812b	dg.4DFC/94c1314e-37b7-11ee-896d-7f263624812b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c15354-37b7-11ee-8010-5744a70f7df6	dg.4DFC/94c15354-37b7-11ee-8010-5744a70f7df6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c1755a-37b7-11ee-9081-f77dcc01bbe3	dg.4DFC/94c1755a-37b7-11ee-9081-f77dcc01bbe3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c197e2-37b7-11ee-934d-d792ccdf2747	dg.4DFC/94c197e2-37b7-11ee-934d-d792ccdf2747	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c1bc22-37b7-11ee-b93b-2bb210ff1765	dg.4DFC/94c1bc22-37b7-11ee-b93b-2bb210ff1765	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c1de8c-37b7-11ee-b0d7-43c0202eb767	dg.4DFC/94c1de8c-37b7-11ee-b0d7-43c0202eb767	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c20092-37b7-11ee-a8a2-dfd12f446630	dg.4DFC/94c20092-37b7-11ee-a8a2-dfd12f446630	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c22356-37b7-11ee-b4f6-23cdfb9c9645	dg.4DFC/94c22356-37b7-11ee-b4f6-23cdfb9c9645	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c24674-37b7-11ee-82e8-4345f97240a5	dg.4DFC/94c24674-37b7-11ee-82e8-4345f97240a5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c26bb8-37b7-11ee-ae9b-b3ee75441b16	dg.4DFC/94c26bb8-37b7-11ee-ae9b-b3ee75441b16	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c28d82-37b7-11ee-84da-1b1566422b99	dg.4DFC/94c28d82-37b7-11ee-84da-1b1566422b99	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c2b2f8-37b7-11ee-96eb-83c50c88e22f	dg.4DFC/94c2b2f8-37b7-11ee-96eb-83c50c88e22f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c2d53a-37b7-11ee-9c3d-ff34c6c5e46b	dg.4DFC/94c2d53a-37b7-11ee-9c3d-ff34c6c5e46b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c2fa24-37b7-11ee-9e33-0fdd75dde68f	dg.4DFC/94c2fa24-37b7-11ee-9e33-0fdd75dde68f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c31c20-37b7-11ee-91fb-1b22ce843e92	dg.4DFC/94c31c20-37b7-11ee-91fb-1b22ce843e92	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c33db8-37b7-11ee-b3af-67a6b31c799e	dg.4DFC/94c33db8-37b7-11ee-b3af-67a6b31c799e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c35ff0-37b7-11ee-81fd-4fc5e8e129dc	dg.4DFC/94c35ff0-37b7-11ee-81fd-4fc5e8e129dc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c38412-37b7-11ee-83f7-cf89adb8329b	dg.4DFC/94c38412-37b7-11ee-83f7-cf89adb8329b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c3a80c-37b7-11ee-ab53-1760eda9463e	dg.4DFC/94c3a80c-37b7-11ee-ab53-1760eda9463e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c3ce04-37b7-11ee-8a83-7fd56abf7b3d	dg.4DFC/94c3ce04-37b7-11ee-8a83-7fd56abf7b3d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c3f078-37b7-11ee-90de-a3e8c912deb2	dg.4DFC/94c3f078-37b7-11ee-90de-a3e8c912deb2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c41274-37b7-11ee-9506-b7bebcb44996	dg.4DFC/94c41274-37b7-11ee-9506-b7bebcb44996	Not specified in data	Not specified in data
