reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	instrument_model	library_selection
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ee3cde-37b7-11ee-b87d-87eb822c2619	dg.4DFC/94ee3cde-37b7-11ee-b87d-87eb822c2619	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ee5f98-37b7-11ee-a1c2-fb0da6434749	dg.4DFC/94ee5f98-37b7-11ee-a1c2-fb0da6434749	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ee818a-37b7-11ee-9e68-630ac520d05b	dg.4DFC/94ee818a-37b7-11ee-9e68-630ac520d05b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94eea386-37b7-11ee-b213-13050341fc18	dg.4DFC/94eea386-37b7-11ee-b213-13050341fc18	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94eec672-37b7-11ee-903e-23cacf8d01d9	dg.4DFC/94eec672-37b7-11ee-903e-23cacf8d01d9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94eee9ae-37b7-11ee-aa22-2378ac693a5e	dg.4DFC/94eee9ae-37b7-11ee-aa22-2378ac693a5e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ef0b6e-37b7-11ee-9205-a76b15e3fbdc	dg.4DFC/94ef0b6e-37b7-11ee-9205-a76b15e3fbdc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ef30d0-37b7-11ee-9516-63909bf145b1	dg.4DFC/94ef30d0-37b7-11ee-9516-63909bf145b1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ef5312-37b7-11ee-8c6b-c303a2a4ea00	dg.4DFC/94ef5312-37b7-11ee-8c6b-c303a2a4ea00	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ef764e-37b7-11ee-b631-23d2ab50e25c	dg.4DFC/94ef764e-37b7-11ee-b631-23d2ab50e25c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ef9c28-37b7-11ee-b570-335d2a212549	dg.4DFC/94ef9c28-37b7-11ee-b570-335d2a212549	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94efbe9c-37b7-11ee-9903-4b6896b35212	dg.4DFC/94efbe9c-37b7-11ee-9903-4b6896b35212	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94efe296-37b7-11ee-b11f-c7b9c4a0c832	dg.4DFC/94efe296-37b7-11ee-b11f-c7b9c4a0c832	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f0044c-37b7-11ee-97dd-ebece6c4dfe4	dg.4DFC/94f0044c-37b7-11ee-97dd-ebece6c4dfe4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f02788-37b7-11ee-aca2-fb2139a0ad05	dg.4DFC/94f02788-37b7-11ee-aca2-fb2139a0ad05	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f04998-37b7-11ee-9b49-1fc02f7492dd	dg.4DFC/94f04998-37b7-11ee-9b49-1fc02f7492dd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f06bee-37b7-11ee-b61a-b30493272654	dg.4DFC/94f06bee-37b7-11ee-b61a-b30493272654	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f08e8a-37b7-11ee-b074-2712db441c3f	dg.4DFC/94f08e8a-37b7-11ee-b074-2712db441c3f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f0b7b6-37b7-11ee-aae3-9fd221ce3922	dg.4DFC/94f0b7b6-37b7-11ee-aae3-9fd221ce3922	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f0d9e4-37b7-11ee-abcd-0b8f01a85f64	dg.4DFC/94f0d9e4-37b7-11ee-abcd-0b8f01a85f64	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f0fbc2-37b7-11ee-b9d7-dfc0d62ddfec	dg.4DFC/94f0fbc2-37b7-11ee-b9d7-dfc0d62ddfec	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f11e36-37b7-11ee-99a7-1faa9b6736f0	dg.4DFC/94f11e36-37b7-11ee-99a7-1faa9b6736f0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f13ff6-37b7-11ee-ba3a-6fb01930ccb0	dg.4DFC/94f13ff6-37b7-11ee-ba3a-6fb01930ccb0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f16454-37b7-11ee-9abc-233fe0ea7ad8	dg.4DFC/94f16454-37b7-11ee-9abc-233fe0ea7ad8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f1868c-37b7-11ee-ac54-cba444a18350	dg.4DFC/94f1868c-37b7-11ee-ac54-cba444a18350	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f1ac3e-37b7-11ee-9c81-17a903037170	dg.4DFC/94f1ac3e-37b7-11ee-9c81-17a903037170	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f1cf66-37b7-11ee-a45a-67d4c3aa46f9	dg.4DFC/94f1cf66-37b7-11ee-a45a-67d4c3aa46f9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f1f46e-37b7-11ee-a95a-abd76f5c3526	dg.4DFC/94f1f46e-37b7-11ee-a95a-abd76f5c3526	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f21624-37b7-11ee-b477-e732d09e465c	dg.4DFC/94f21624-37b7-11ee-b477-e732d09e465c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f23b22-37b7-11ee-9331-237f4a12a5d3	dg.4DFC/94f23b22-37b7-11ee-9331-237f4a12a5d3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f25e5e-37b7-11ee-b528-5722d6c159ac	dg.4DFC/94f25e5e-37b7-11ee-b528-5722d6c159ac	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f282bc-37b7-11ee-80a7-9feb23c2d8f9	dg.4DFC/94f282bc-37b7-11ee-80a7-9feb23c2d8f9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f2a512-37b7-11ee-b9fd-8bbb067eb8fa	dg.4DFC/94f2a512-37b7-11ee-b9fd-8bbb067eb8fa	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f2c77c-37b7-11ee-9a9e-7fb3e62de751	dg.4DFC/94f2c77c-37b7-11ee-9a9e-7fb3e62de751	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f2e91e-37b7-11ee-9db2-0b1cd1e11521	dg.4DFC/94f2e91e-37b7-11ee-9db2-0b1cd1e11521	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f30b56-37b7-11ee-9a15-13e864acab30	dg.4DFC/94f30b56-37b7-11ee-9a15-13e864acab30	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f33072-37b7-11ee-a2e4-4360db988d4f	dg.4DFC/94f33072-37b7-11ee-a2e4-4360db988d4f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f3530e-37b7-11ee-b735-db941958f364	dg.4DFC/94f3530e-37b7-11ee-b735-db941958f364	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f37528-37b7-11ee-ac56-af91fc0eaf6d	dg.4DFC/94f37528-37b7-11ee-ac56-af91fc0eaf6d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f39bca-37b7-11ee-9934-37caf5bcfed7	dg.4DFC/94f39bca-37b7-11ee-9934-37caf5bcfed7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f3c398-37b7-11ee-964b-93ccfd386370	dg.4DFC/94f3c398-37b7-11ee-964b-93ccfd386370	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f3e5c6-37b7-11ee-818b-a3016ff3178f	dg.4DFC/94f3e5c6-37b7-11ee-818b-a3016ff3178f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f40768-37b7-11ee-9b97-db44c4b8c0a2	dg.4DFC/94f40768-37b7-11ee-9b97-db44c4b8c0a2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f4296e-37b7-11ee-a183-e348d38d0f92	dg.4DFC/94f4296e-37b7-11ee-a183-e348d38d0f92	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f44b24-37b7-11ee-9443-274eb23df64e	dg.4DFC/94f44b24-37b7-11ee-9443-274eb23df64e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f46dde-37b7-11ee-9b28-ebc392cba254	dg.4DFC/94f46dde-37b7-11ee-9b28-ebc392cba254	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f49002-37b7-11ee-98e6-7be4ea2338bf	dg.4DFC/94f49002-37b7-11ee-98e6-7be4ea2338bf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f4b24e-37b7-11ee-8a15-5740a945e91d	dg.4DFC/94f4b24e-37b7-11ee-8a15-5740a945e91d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f4d5f8-37b7-11ee-8971-c7bf7ecfc9c5	dg.4DFC/94f4d5f8-37b7-11ee-8971-c7bf7ecfc9c5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f4f8b2-37b7-11ee-933d-274d790047b5	dg.4DFC/94f4f8b2-37b7-11ee-933d-274d790047b5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f51e96-37b7-11ee-a9f0-8b950f05dfda	dg.4DFC/94f51e96-37b7-11ee-a9f0-8b950f05dfda	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f5416e-37b7-11ee-9242-bfe9df5fcde2	dg.4DFC/94f5416e-37b7-11ee-9242-bfe9df5fcde2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f563ba-37b7-11ee-bb72-231e997f368f	dg.4DFC/94f563ba-37b7-11ee-bb72-231e997f368f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f585ac-37b7-11ee-b793-2b99022d7cb2	dg.4DFC/94f585ac-37b7-11ee-b793-2b99022d7cb2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f5a884-37b7-11ee-942a-d34b3617efd9	dg.4DFC/94f5a884-37b7-11ee-942a-d34b3617efd9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f5cdf0-37b7-11ee-8893-13fc2751bd24	dg.4DFC/94f5cdf0-37b7-11ee-8893-13fc2751bd24	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f5f03c-37b7-11ee-a257-2b3a3fd95d09	dg.4DFC/94f5f03c-37b7-11ee-a257-2b3a3fd95d09	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f612b0-37b7-11ee-9a7c-c72ed9f3fb2b	dg.4DFC/94f612b0-37b7-11ee-9a7c-c72ed9f3fb2b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f63632-37b7-11ee-8097-9fbf16308159	dg.4DFC/94f63632-37b7-11ee-8097-9fbf16308159	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f6586a-37b7-11ee-8b38-4fd7728449c8	dg.4DFC/94f6586a-37b7-11ee-8b38-4fd7728449c8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f67aac-37b7-11ee-8192-9feb5a9e03e3	dg.4DFC/94f67aac-37b7-11ee-8192-9feb5a9e03e3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f6a054-37b7-11ee-95f7-e73f72282280	dg.4DFC/94f6a054-37b7-11ee-95f7-e73f72282280	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f6c5fc-37b7-11ee-b1c7-234d0e166d4f	dg.4DFC/94f6c5fc-37b7-11ee-b1c7-234d0e166d4f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f6e8c0-37b7-11ee-b812-1375331d5f18	dg.4DFC/94f6e8c0-37b7-11ee-b812-1375331d5f18	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f70b20-37b7-11ee-b150-b770ebf9300e	dg.4DFC/94f70b20-37b7-11ee-b150-b770ebf9300e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f72d6c-37b7-11ee-a8ca-67be26bc476a	dg.4DFC/94f72d6c-37b7-11ee-a8ca-67be26bc476a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f74fb8-37b7-11ee-baf0-9f94437909de	dg.4DFC/94f74fb8-37b7-11ee-baf0-9f94437909de	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f77236-37b7-11ee-9c2d-0794079ab30c	dg.4DFC/94f77236-37b7-11ee-9c2d-0794079ab30c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f79450-37b7-11ee-b815-4bc336418cb7	dg.4DFC/94f79450-37b7-11ee-b815-4bc336418cb7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f7b624-37b7-11ee-85da-0790c614e2e9	dg.4DFC/94f7b624-37b7-11ee-85da-0790c614e2e9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f7d898-37b7-11ee-9b83-07545d39407e	dg.4DFC/94f7d898-37b7-11ee-9b83-07545d39407e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f801f6-37b7-11ee-9ece-c75c88ba4576	dg.4DFC/94f801f6-37b7-11ee-9ece-c75c88ba4576	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f823e8-37b7-11ee-a6a4-9b767860e775	dg.4DFC/94f823e8-37b7-11ee-a6a4-9b767860e775	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f8462a-37b7-11ee-b901-17089cd0624c	dg.4DFC/94f8462a-37b7-11ee-b901-17089cd0624c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f86830-37b7-11ee-9b7e-f3a124558748	dg.4DFC/94f86830-37b7-11ee-9b7e-f3a124558748	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f88a40-37b7-11ee-a3e0-ef030931e6a6	dg.4DFC/94f88a40-37b7-11ee-a3e0-ef030931e6a6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f8aca0-37b7-11ee-9214-7fd023ae7444	dg.4DFC/94f8aca0-37b7-11ee-9214-7fd023ae7444	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f8ce9c-37b7-11ee-8f56-5b7b1f8349f8	dg.4DFC/94f8ce9c-37b7-11ee-8f56-5b7b1f8349f8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f8f08e-37b7-11ee-a568-2fbd49442108	dg.4DFC/94f8f08e-37b7-11ee-a568-2fbd49442108	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f912a8-37b7-11ee-94ea-13c18ea56fac	dg.4DFC/94f912a8-37b7-11ee-94ea-13c18ea56fac	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f93828-37b7-11ee-a29c-637ee8310345	dg.4DFC/94f93828-37b7-11ee-a29c-637ee8310345	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f95a1a-37b7-11ee-937b-3708439d4f44	dg.4DFC/94f95a1a-37b7-11ee-937b-3708439d4f44	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f9809e-37b7-11ee-ad38-93e6e9a35a19	dg.4DFC/94f9809e-37b7-11ee-ad38-93e6e9a35a19	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f9a330-37b7-11ee-a959-1362d1ff6f87	dg.4DFC/94f9a330-37b7-11ee-a959-1362d1ff6f87	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f9c4e6-37b7-11ee-ad37-cb1c757c0ad8	dg.4DFC/94f9c4e6-37b7-11ee-ad37-cb1c757c0ad8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94f9e7a0-37b7-11ee-a3d1-1f9fd7193fe4	dg.4DFC/94f9e7a0-37b7-11ee-a3d1-1f9fd7193fe4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fa0e6a-37b7-11ee-ac30-dbdb476e6e58	dg.4DFC/94fa0e6a-37b7-11ee-ac30-dbdb476e6e58	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fa3066-37b7-11ee-9774-1b285c4a0a9c	dg.4DFC/94fa3066-37b7-11ee-9774-1b285c4a0a9c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fa52c6-37b7-11ee-a227-87158a33e941	dg.4DFC/94fa52c6-37b7-11ee-a227-87158a33e941	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fa7c56-37b7-11ee-9d3d-57213110b993	dg.4DFC/94fa7c56-37b7-11ee-9d3d-57213110b993	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fa9e48-37b7-11ee-8b89-3b2caf7dff01	dg.4DFC/94fa9e48-37b7-11ee-8b89-3b2caf7dff01	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fac06c-37b7-11ee-b003-2fe906c38ba0	dg.4DFC/94fac06c-37b7-11ee-b003-2fe906c38ba0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fae2d6-37b7-11ee-b887-8fe9d616e293	dg.4DFC/94fae2d6-37b7-11ee-b887-8fe9d616e293	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fb0aae-37b7-11ee-b852-239e6a7ea705	dg.4DFC/94fb0aae-37b7-11ee-b852-239e6a7ea705	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fb2c8c-37b7-11ee-b2e7-1766b0a74ef9	dg.4DFC/94fb2c8c-37b7-11ee-b2e7-1766b0a74ef9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fb4e60-37b7-11ee-baa0-bb7d67ddcc46	dg.4DFC/94fb4e60-37b7-11ee-baa0-bb7d67ddcc46	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fb6ff8-37b7-11ee-8491-1bf00d409091	dg.4DFC/94fb6ff8-37b7-11ee-8491-1bf00d409091	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fb9352-37b7-11ee-9ddd-8f1d1430e683	dg.4DFC/94fb9352-37b7-11ee-9ddd-8f1d1430e683	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fbb616-37b7-11ee-8961-f3c76aa436b8	dg.4DFC/94fbb616-37b7-11ee-8961-f3c76aa436b8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fbd7d6-37b7-11ee-aea8-7fd2f4ddae7f	dg.4DFC/94fbd7d6-37b7-11ee-aea8-7fd2f4ddae7f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fbf9e6-37b7-11ee-b57c-cf762cf81324	dg.4DFC/94fbf9e6-37b7-11ee-b57c-cf762cf81324	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fc207e-37b7-11ee-931d-8b3f34b88046	dg.4DFC/94fc207e-37b7-11ee-931d-8b3f34b88046	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fc4388-37b7-11ee-ab7a-c39ff6028d18	dg.4DFC/94fc4388-37b7-11ee-ab7a-c39ff6028d18	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fc65b6-37b7-11ee-b358-7fcdea4e0fb7	dg.4DFC/94fc65b6-37b7-11ee-b358-7fcdea4e0fb7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fc8cc6-37b7-11ee-a1a7-3f836986a770	dg.4DFC/94fc8cc6-37b7-11ee-a1a7-3f836986a770	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fcaf12-37b7-11ee-9580-7f660d0dead5	dg.4DFC/94fcaf12-37b7-11ee-9580-7f660d0dead5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fcd172-37b7-11ee-a09d-5b3205bb724e	dg.4DFC/94fcd172-37b7-11ee-a09d-5b3205bb724e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fcf454-37b7-11ee-affc-1fd05e59c3a3	dg.4DFC/94fcf454-37b7-11ee-affc-1fd05e59c3a3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fd160a-37b7-11ee-bdd6-c3854daba5f3	dg.4DFC/94fd160a-37b7-11ee-bdd6-c3854daba5f3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fd38b0-37b7-11ee-a030-577db761f4a7	dg.4DFC/94fd38b0-37b7-11ee-a030-577db761f4a7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fd5ab6-37b7-11ee-a429-ebb953761dac	dg.4DFC/94fd5ab6-37b7-11ee-a429-ebb953761dac	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fd7dc0-37b7-11ee-b971-abceb5602220	dg.4DFC/94fd7dc0-37b7-11ee-b971-abceb5602220	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fda05c-37b7-11ee-8726-df827d0b3196	dg.4DFC/94fda05c-37b7-11ee-8726-df827d0b3196	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fdc244-37b7-11ee-abc3-3b9c74814409	dg.4DFC/94fdc244-37b7-11ee-abc3-3b9c74814409	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fde8b4-37b7-11ee-ae2d-7b8b0057344e	dg.4DFC/94fde8b4-37b7-11ee-ae2d-7b8b0057344e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94fe0bb4-37b7-11ee-9078-a3e68dc15f08	dg.4DFC/94fe0bb4-37b7-11ee-9078-a3e68dc15f08	Not specified in data	Not specified in data
